infinitive;infinitif;group;voice;tense;person;latin;french;primitive tenses
ducere;considérer;3;actif;imparfait;3;ducebat;il considérait;duco, is, ere, duxi, ductum
ducere;considérer;3;actif;imparfait;4;ducebamus;nous considérions;duco, is, ere, duxi, ductum
ducere;considérer;3;actif;imparfait;5;ducebatis;vous considériez;duco, is, ere, duxi, ductum
ducere;considérer;3;actif;imparfait;6;ducebant;ils considéraient;duco, is, ere, duxi, ductum
ducere;considérer;3;actif;parfait;1;duxi;j'ai considéré;duco, is, ere, duxi, ductum
ducere;considérer;3;actif;parfait;2;duxisti;tu as considéré;duco, is, ere, duxi, ductum
ducere;considérer;3;actif;parfait;3;duxit;il a considéré;duco, is, ere, duxi, ductum
ducere;considérer;3;actif;parfait;4;duximus;nous avons considéré;duco, is, ere, duxi, ductum
ducere;considérer;3;actif;parfait;5;duxistis;vous avez considéré;duco, is, ere, duxi, ductum
ducere;considérer;3;actif;parfait;6;duxerunt;ils ont considéré;duco, is, ere, duxi, ductum
ducere;considérer;3;actif;futur antérieur;1;duxero;j'aurai considéré;duco, is, ere, duxi, ductum
ducere;considérer;3;actif;futur antérieur;2;duxeris;tu auras considéré;duco, is, ere, duxi, ductum
ducere;considérer;3;actif;futur antérieur;3;duxerit;il aura considéré;duco, is, ere, duxi, ductum
ducere;considérer;3;actif;futur antérieur;4;duxerimus;nous aurons considéré;duco, is, ere, duxi, ductum
ducere;considérer;3;actif;futur antérieur;5;duxeritis;vous aurez considéré;duco, is, ere, duxi, ductum
ducere;considérer;3;actif;futur antérieur;6;duxerint;ils auront considéré;duco, is, ere, duxi, ductum
ducere;considérer;3;actif;plus-que-parfait;1;duxeram;j'avais considéré;duco, is, ere, duxi, ductum
ducere;considérer;3;actif;plus-que-parfait;2;duxeras;tu avais considéré;duco, is, ere, duxi, ductum
ducere;considérer;3;actif;plus-que-parfait;3;duxerat;il avait considéré;duco, is, ere, duxi, ductum
ducere;considérer;3;actif;plus-que-parfait;4;duxeramus;nous avions considéré;duco, is, ere, duxi, ductum
ducere;considérer;3;actif;plus-que-parfait;5;duxeratis;vous aviez considéré;duco, is, ere, duxi, ductum
ducere;considérer;3;actif;plus-que-parfait;6;duxerant;ils avaient considéré;duco, is, ere, duxi, ductum
gerere;faire;3;actif;présent;1;gero;je fais;gero, is, ere, gessi, gestum
gerere;faire;3;actif;présent;2;geris;tu fais;gero, is, ere, gessi, gestum
gerere;faire;3;actif;présent;3;gerit;il fait;gero, is, ere, gessi, gestum
gerere;faire;3;actif;présent;4;gerimus;nous faisons;gero, is, ere, gessi, gestum
gerere;faire;3;actif;présent;5;geritis;vous faites;gero, is, ere, gessi, gestum
gerere;faire;3;actif;présent;6;gerunt;ils font;gero, is, ere, gessi, gestum
gerere;faire;3;actif;futur;1;geram;je ferai;gero, is, ere, gessi, gestum
gerere;faire;3;actif;futur;2;geres;tu feras;gero, is, ere, gessi, gestum
gerere;faire;3;actif;futur;3;geret;il fera;gero, is, ere, gessi, gestum
gerere;faire;3;actif;futur;4;geremus;nous ferons;gero, is, ere, gessi, gestum
gerere;faire;3;actif;futur;5;geretis;vous ferez;gero, is, ere, gessi, gestum
gerere;faire;3;actif;futur;6;gerent;ils feront;gero, is, ere, gessi, gestum
gerere;faire;3;actif;imparfait;1;gerebam;je faisais;gero, is, ere, gessi, gestum
gerere;faire;3;actif;imparfait;2;gerebas;tu faisais;gero, is, ere, gessi, gestum
gerere;faire;3;actif;imparfait;3;gerebat;il faisait;gero, is, ere, gessi, gestum
gerere;faire;3;actif;imparfait;4;gerebamus;nous faisions;gero, is, ere, gessi, gestum
gerere;faire;3;actif;imparfait;5;gerebatis;vous faisiez;gero, is, ere, gessi, gestum
gerere;faire;3;actif;imparfait;6;gerebant;ils faisaient;gero, is, ere, gessi, gestum
gerere;faire;3;actif;parfait;1;gessi;j'ai fait;gero, is, ere, gessi, gestum
gerere;faire;3;actif;parfait;2;gessisti;tu as fait;gero, is, ere, gessi, gestum
gerere;faire;3;actif;parfait;3;gessit;il a fait;gero, is, ere, gessi, gestum
gerere;faire;3;actif;parfait;4;gessimus;nous avons fait;gero, is, ere, gessi, gestum
gerere;faire;3;actif;parfait;5;gessistis;vous avez fait;gero, is, ere, gessi, gestum
gerere;faire;3;actif;parfait;6;gesserunt;ils ont fait;gero, is, ere, gessi, gestum
gerere;faire;3;actif;futur antérieur;1;gessero;j'aurai fait;gero, is, ere, gessi, gestum
gerere;faire;3;actif;futur antérieur;2;gesseris;tu auras fait;gero, is, ere, gessi, gestum
gerere;faire;3;actif;futur antérieur;3;gesserit;il aura fait;gero, is, ere, gessi, gestum
gerere;faire;3;actif;futur antérieur;4;gesserimus;nous aurons fait;gero, is, ere, gessi, gestum
gerere;faire;3;actif;futur antérieur;5;gesseritis;vous aurez fait;gero, is, ere, gessi, gestum
gerere;faire;3;actif;futur antérieur;6;gesserint;ils auront fait;gero, is, ere, gessi, gestum
gerere;faire;3;actif;plus-que-parfait;1;gesseram;j'avais fait;gero, is, ere, gessi, gestum
gerere;faire;3;actif;plus-que-parfait;2;gesseras;tu avais fait;gero, is, ere, gessi, gestum
gerere;faire;3;actif;plus-que-parfait;3;gesserat;il avait fait;gero, is, ere, gessi, gestum
gerere;faire;3;actif;plus-que-parfait;4;gesseramus;nous avions fait;gero, is, ere, gessi, gestum
gerere;faire;3;actif;plus-que-parfait;5;gesseratis;vous aviez fait;gero, is, ere, gessi, gestum
gerere;faire;3;actif;plus-que-parfait;6;gesserant;ils avaient fait;gero, is, ere, gessi, gestum
gerere;accomplir;3;actif;présent;1;gero;j'accomplis;gero, is, ere, gessi, gestum
gerere;accomplir;3;actif;présent;2;geris;tu accomplis;gero, is, ere, gessi, gestum
gerere;accomplir;3;actif;présent;3;gerit;il accomplit;gero, is, ere, gessi, gestum
gerere;accomplir;3;actif;présent;4;gerimus;nous accomplissons;gero, is, ere, gessi, gestum
gerere;accomplir;3;actif;présent;5;geritis;vous accomplissez;gero, is, ere, gessi, gestum
gerere;accomplir;3;actif;présent;6;gerunt;ils accomplissent;gero, is, ere, gessi, gestum
gerere;accomplir;3;actif;futur;1;geram;j'accomplirai;gero, is, ere, gessi, gestum
gerere;accomplir;3;actif;futur;2;geres;tu accompliras;gero, is, ere, gessi, gestum
gerere;accomplir;3;actif;futur;3;geret;il accomplira;gero, is, ere, gessi, gestum
gerere;accomplir;3;actif;futur;4;geremus;nous accomplirons;gero, is, ere, gessi, gestum
gerere;accomplir;3;actif;futur;5;geretis;vous accomplirez;gero, is, ere, gessi, gestum
gerere;accomplir;3;actif;futur;6;gerent;ils accompliront;gero, is, ere, gessi, gestum
gerere;accomplir;3;actif;imparfait;1;gerebam;j'accomplissais;gero, is, ere, gessi, gestum
gerere;accomplir;3;actif;imparfait;2;gerebas;tu accomplissais;gero, is, ere, gessi, gestum
gerere;accomplir;3;actif;imparfait;3;gerebat;il accomplissait;gero, is, ere, gessi, gestum
gerere;accomplir;3;actif;imparfait;4;gerebamus;nous accomplissions;gero, is, ere, gessi, gestum
gerere;accomplir;3;actif;imparfait;5;gerebatis;vous accomplissiez;gero, is, ere, gessi, gestum
gerere;accomplir;3;actif;imparfait;6;gerebant;ils accomplissaient;gero, is, ere, gessi, gestum
gerere;accomplir;3;actif;parfait;1;gessi;j'ai accompli;gero, is, ere, gessi, gestum
gerere;accomplir;3;actif;parfait;2;gessisti;tu as accompli;gero, is, ere, gessi, gestum
gerere;accomplir;3;actif;parfait;3;gessit;il a accompli;gero, is, ere, gessi, gestum
gerere;accomplir;3;actif;parfait;4;gessimus;nous avons accompli;gero, is, ere, gessi, gestum
gerere;accomplir;3;actif;parfait;5;gessistis;vous avez accompli;gero, is, ere, gessi, gestum
gerere;accomplir;3;actif;parfait;6;gesserunt;ils ont accompli;gero, is, ere, gessi, gestum
gerere;accomplir;3;actif;futur antérieur;1;gessero;j'aurai accompli;gero, is, ere, gessi, gestum
gerere;accomplir;3;actif;futur antérieur;2;gesseris;tu auras accompli;gero, is, ere, gessi, gestum
gerere;accomplir;3;actif;futur antérieur;3;gesserit;il aura accompli;gero, is, ere, gessi, gestum
gerere;accomplir;3;actif;futur antérieur;4;gesserimus;nous aurons accompli;gero, is, ere, gessi, gestum
gerere;accomplir;3;actif;futur antérieur;5;gesseritis;vous aurez accompli;gero, is, ere, gessi, gestum
gerere;accomplir;3;actif;futur antérieur;6;gesserint;ils auront accompli;gero, is, ere, gessi, gestum
gerere;accomplir;3;actif;plus-que-parfait;1;gesseram;j'avais accompli;gero, is, ere, gessi, gestum
gerere;accomplir;3;actif;plus-que-parfait;2;gesseras;tu avais accompli;gero, is, ere, gessi, gestum
gerere;accomplir;3;actif;plus-que-parfait;3;gesserat;il avait accompli;gero, is, ere, gessi, gestum
gerere;accomplir;3;actif;plus-que-parfait;4;gesseramus;nous avions accompli;gero, is, ere, gessi, gestum
gerere;accomplir;3;actif;plus-que-parfait;5;gesseratis;vous aviez accompli;gero, is, ere, gessi, gestum
gerere;accomplir;3;actif;plus-que-parfait;6;gesserant;ils avaient accompli;gero, is, ere, gessi, gestum
occidere;tuer;3;actif;présent;1;occido;je tue;occido, is, ere, occidi, occisum
occidere;tuer;3;actif;présent;2;occidis;tu tues;occido, is, ere, occidi, occisum
occidere;tuer;3;actif;présent;3;occidit;il tue;occido, is, ere, occidi, occisum
occidere;tuer;3;actif;présent;4;occidimus;nous tuons;occido, is, ere, occidi, occisum
occidere;tuer;3;actif;présent;5;occiditis;vous tuez;occido, is, ere, occidi, occisum
occidere;tuer;3;actif;présent;6;occidunt;ils tuent;occido, is, ere, occidi, occisum
occidere;tuer;3;actif;futur;1;occidam;je tuerai;occido, is, ere, occidi, occisum
occidere;tuer;3;actif;futur;2;occides;tu tueras;occido, is, ere, occidi, occisum
occidere;tuer;3;actif;futur;3;occidet;il tuera;occido, is, ere, occidi, occisum
occidere;tuer;3;actif;futur;4;occidemus;nous tuerons;occido, is, ere, occidi, occisum
occidere;tuer;3;actif;futur;5;occidetis;vous tuerez;occido, is, ere, occidi, occisum
occidere;tuer;3;actif;futur;6;occident;ils tueront;occido, is, ere, occidi, occisum
occidere;tuer;3;actif;imparfait;1;occidebam;je tuais;occido, is, ere, occidi, occisum
occidere;tuer;3;actif;imparfait;2;occidebas;tu tuais;occido, is, ere, occidi, occisum
occidere;tuer;3;actif;imparfait;3;occidebat;il tuait;occido, is, ere, occidi, occisum
occidere;tuer;3;actif;imparfait;4;occidebamus;nous tuions;occido, is, ere, occidi, occisum
occidere;tuer;3;actif;imparfait;5;occidebatis;vous tuiez;occido, is, ere, occidi, occisum
occidere;tuer;3;actif;imparfait;6;occidebant;ils tuaient;occido, is, ere, occidi, occisum
occidere;tuer;3;actif;parfait;1;occidi;j'ai tué;occido, is, ere, occidi, occisum
occidere;tuer;3;actif;parfait;2;occidisti;tu as tué;occido, is, ere, occidi, occisum
occidere;tuer;3;actif;parfait;3;occidit;il a tué;occido, is, ere, occidi, occisum
occidere;tuer;3;actif;parfait;4;occidimus;nous avons tué;occido, is, ere, occidi, occisum
occidere;tuer;3;actif;parfait;5;occidistis;vous avez tué;occido, is, ere, occidi, occisum
occidere;tuer;3;actif;parfait;6;occiderunt;ils ont tué;occido, is, ere, occidi, occisum
occidere;tuer;3;actif;futur antérieur;1;occidero;j'aurai tué;occido, is, ere, occidi, occisum
occidere;tuer;3;actif;futur antérieur;2;occideris;tu auras tué;occido, is, ere, occidi, occisum
occidere;tuer;3;actif;futur antérieur;3;occiderit;il aura tué;occido, is, ere, occidi, occisum
occidere;tuer;3;actif;futur antérieur;4;occiderimus;nous aurons tué;occido, is, ere, occidi, occisum
occidere;tuer;3;actif;futur antérieur;5;occideritis;vous aurez tué;occido, is, ere, occidi, occisum
occidere;tuer;3;actif;futur antérieur;6;occiderint;ils auront tué;occido, is, ere, occidi, occisum
occidere;tuer;3;actif;plus-que-parfait;1;occideram;j'avais tué;occido, is, ere, occidi, occisum
occidere;tuer;3;actif;plus-que-parfait;2;occideras;tu avais tué;occido, is, ere, occidi, occisum
occidere;tuer;3;actif;plus-que-parfait;3;occiderat;il avait tué;occido, is, ere, occidi, occisum
occidere;tuer;3;actif;plus-que-parfait;4;occideramus;nous avions tué;occido, is, ere, occidi, occisum
occidere;tuer;3;actif;plus-que-parfait;5;occideratis;vous aviez tué;occido, is, ere, occidi, occisum
occidere;tuer;3;actif;plus-que-parfait;6;occiderant;ils avaient tué;occido, is, ere, occidi, occisum
occidere;tomber;3;actif;présent;1;occido;je tombe;occido, is, ere, occidi, occisum
occidere;tomber;3;actif;présent;2;occidis;tu tombes;occido, is, ere, occidi, occisum
occidere;tomber;3;actif;présent;3;occidit;il tombe;occido, is, ere, occidi, occisum
occidere;tomber;3;actif;présent;4;occidimus;nous tombons;occido, is, ere, occidi, occisum
occidere;tomber;3;actif;présent;5;occiditis;vous tombez;occido, is, ere, occidi, occisum
occidere;tomber;3;actif;présent;6;occidunt;ils tombent;occido, is, ere, occidi, occisum
occidere;tomber;3;actif;futur;1;occidam;je tomberai;occido, is, ere, occidi, occisum
occidere;tomber;3;actif;futur;2;occides;tu tomberas;occido, is, ere, occidi, occisum
occidere;tomber;3;actif;futur;3;occidet;il tombera;occido, is, ere, occidi, occisum
occidere;tomber;3;actif;futur;4;occidemus;nous tomberons;occido, is, ere, occidi, occisum
occidere;tomber;3;actif;futur;5;occidetis;vous tomberez;occido, is, ere, occidi, occisum
occidere;tomber;3;actif;futur;6;occident;ils tomberont;occido, is, ere, occidi, occisum
occidere;tomber;3;actif;imparfait;1;occidebam;je tombais;occido, is, ere, occidi, occisum
occidere;tomber;3;actif;imparfait;2;occidebas;tu tombais;occido, is, ere, occidi, occisum
occidere;tomber;3;actif;imparfait;3;occidebat;il tombait;occido, is, ere, occidi, occisum
occidere;tomber;3;actif;imparfait;4;occidebamus;nous tombions;occido, is, ere, occidi, occisum
occidere;tomber;3;actif;imparfait;5;occidebatis;vous tombiez;occido, is, ere, occidi, occisum
occidere;tomber;3;actif;imparfait;6;occidebant;ils tombaient;occido, is, ere, occidi, occisum
occidere;tomber;3;actif;parfait;1;occidi;je suis tombé;occido, is, ere, occidi, occisum
occidere;tomber;3;actif;parfait;2;occidisti;tu es tombé;occido, is, ere, occidi, occisum
occidere;tomber;3;actif;parfait;3;occidit;il est tombé;occido, is, ere, occidi, occisum
occidere;tomber;3;actif;parfait;4;occidimus;nous sommes tombés;occido, is, ere, occidi, occisum
occidere;tomber;3;actif;parfait;5;occidistis;vous êtes tombés;occido, is, ere, occidi, occisum
occidere;tomber;3;actif;parfait;6;occiderunt;ils sont tombés;occido, is, ere, occidi, occisum
occidere;tomber;3;actif;futur antérieur;1;occidero;je serai tombé;occido, is, ere, occidi, occisum
occidere;tomber;3;actif;futur antérieur;2;occideris;tu seras tombé;occido, is, ere, occidi, occisum
occidere;tomber;3;actif;futur antérieur;3;occiderit;il sera tombé;occido, is, ere, occidi, occisum
occidere;tomber;3;actif;futur antérieur;4;occiderimus;nous serons tombés;occido, is, ere, occidi, occisum
occidere;tomber;3;actif;futur antérieur;5;occideritis;vous serez tombés;occido, is, ere, occidi, occisum
occidere;tomber;3;actif;futur antérieur;6;occiderint;ils seront tombés;occido, is, ere, occidi, occisum
occidere;tomber;3;actif;plus-que-parfait;1;occideram;j'étais tombé;occido, is, ere, occidi, occisum
occidere;tomber;3;actif;plus-que-parfait;2;occideras;tu étais tombé;occido, is, ere, occidi, occisum
occidere;tomber;3;actif;plus-que-parfait;3;occiderat;il était tombé;occido, is, ere, occidi, occisum
occidere;tomber;3;actif;plus-que-parfait;4;occideramus;nous étions tombés;occido, is, ere, occidi, occisum
occidere;tomber;3;actif;plus-que-parfait;5;occideratis;vous étiez tombés;occido, is, ere, occidi, occisum
occidere;tomber;3;actif;plus-que-parfait;6;occiderant;ils étaient tombés;occido, is, ere, occidi, occisum
relinquere;laisser;3;actif;présent;1;relinquo;je laisse;relinquo, is, ere, reliqui, relictum
relinquere;laisser;3;actif;présent;2;relinquis;tu laisses;relinquo, is, ere, reliqui, relictum
relinquere;laisser;3;actif;présent;3;relinquit;il laisse;relinquo, is, ere, reliqui, relictum
relinquere;laisser;3;actif;présent;4;relinquimus;nous laissons;relinquo, is, ere, reliqui, relictum
relinquere;laisser;3;actif;présent;5;relinquitis;vous laissez;relinquo, is, ere, reliqui, relictum
relinquere;laisser;3;actif;présent;6;relinquunt;ils laissent;relinquo, is, ere, reliqui, relictum
relinquere;laisser;3;actif;futur;1;relinquam;je laisserai;relinquo, is, ere, reliqui, relictum
relinquere;laisser;3;actif;futur;2;relinques;tu laisseras;relinquo, is, ere, reliqui, relictum
relinquere;laisser;3;actif;futur;3;relinquet;il laissera;relinquo, is, ere, reliqui, relictum
relinquere;laisser;3;actif;futur;4;relinquemus;nous laisserons;relinquo, is, ere, reliqui, relictum
relinquere;laisser;3;actif;futur;5;relinquetis;vous laisserez;relinquo, is, ere, reliqui, relictum
relinquere;laisser;3;actif;futur;6;relinquent;ils laisseront;relinquo, is, ere, reliqui, relictum
relinquere;laisser;3;actif;imparfait;1;relinquebam;je laissais;relinquo, is, ere, reliqui, relictum
relinquere;laisser;3;actif;imparfait;2;relinquebas;tu laissais;relinquo, is, ere, reliqui, relictum
relinquere;laisser;3;actif;imparfait;3;relinquebat;il laissait;relinquo, is, ere, reliqui, relictum
relinquere;laisser;3;actif;imparfait;4;relinquebamus;nous laissions;relinquo, is, ere, reliqui, relictum
relinquere;laisser;3;actif;imparfait;5;relinquebatis;vous laissiez;relinquo, is, ere, reliqui, relictum
relinquere;laisser;3;actif;imparfait;6;relinquebant;ils laissaient;relinquo, is, ere, reliqui, relictum
relinquere;laisser;3;actif;parfait;1;reliqui;j'ai laissé;relinquo, is, ere, reliqui, relictum
relinquere;laisser;3;actif;parfait;2;reliquisti;tu as laissé;relinquo, is, ere, reliqui, relictum
relinquere;laisser;3;actif;parfait;3;reliquit;il a laissé;relinquo, is, ere, reliqui, relictum
relinquere;laisser;3;actif;parfait;4;reliquimus;nous avons laissé;relinquo, is, ere, reliqui, relictum
relinquere;laisser;3;actif;parfait;5;reliquistis;vous avez laissé;relinquo, is, ere, reliqui, relictum
relinquere;laisser;3;actif;parfait;6;reliquerunt;ils ont laissé;relinquo, is, ere, reliqui, relictum
relinquere;laisser;3;actif;futur antérieur;1;reliquero;j'aurai laissé;relinquo, is, ere, reliqui, relictum
relinquere;laisser;3;actif;futur antérieur;2;reliqueris;tu auras laissé;relinquo, is, ere, reliqui, relictum
relinquere;laisser;3;actif;futur antérieur;3;reliquerit;il aura laissé;relinquo, is, ere, reliqui, relictum
relinquere;laisser;3;actif;futur antérieur;4;reliquerimus;nous aurons laissé;relinquo, is, ere, reliqui, relictum
relinquere;laisser;3;actif;futur antérieur;5;reliqueritis;vous aurez laissé;relinquo, is, ere, reliqui, relictum
relinquere;laisser;3;actif;futur antérieur;6;reliquerint;ils auront laissé;relinquo, is, ere, reliqui, relictum
relinquere;laisser;3;actif;plus-que-parfait;1;reliqueram;j'avais laissé;relinquo, is, ere, reliqui, relictum
relinquere;laisser;3;actif;plus-que-parfait;2;reliqueras;tu avais laissé;relinquo, is, ere, reliqui, relictum
relinquere;laisser;3;actif;plus-que-parfait;3;reliquerat;il avait laissé;relinquo, is, ere, reliqui, relictum
relinquere;laisser;3;actif;plus-que-parfait;4;reliqueramus;nous avions laissé;relinquo, is, ere, reliqui, relictum
relinquere;laisser;3;actif;plus-que-parfait;5;reliqueratis;vous aviez laissé;relinquo, is, ere, reliqui, relictum
relinquere;laisser;3;actif;plus-que-parfait;6;reliquerant;ils avaient laissé;relinquo, is, ere, reliqui, relictum
relinquere;abandonner;3;actif;présent;1;relinquo;j'abandonne;relinquo, is, ere, reliqui, relictum
relinquere;abandonner;3;actif;présent;2;relinquis;tu abandonnes;relinquo, is, ere, reliqui, relictum
relinquere;abandonner;3;actif;présent;3;relinquit;il abandonne;relinquo, is, ere, reliqui, relictum
relinquere;abandonner;3;actif;présent;4;relinquimus;nous abandonnons;relinquo, is, ere, reliqui, relictum
relinquere;abandonner;3;actif;présent;5;relinquitis;vous abandonnez;relinquo, is, ere, reliqui, relictum
relinquere;abandonner;3;actif;présent;6;relinquunt;ils abandonnent;relinquo, is, ere, reliqui, relictum
relinquere;abandonner;3;actif;futur;1;relinquam;j'abandonnerai;relinquo, is, ere, reliqui, relictum
relinquere;abandonner;3;actif;futur;2;relinques;tu abandonneras;relinquo, is, ere, reliqui, relictum
relinquere;abandonner;3;actif;futur;3;relinquet;il abandonnera;relinquo, is, ere, reliqui, relictum
relinquere;abandonner;3;actif;futur;4;relinquemus;nous abandonnerons;relinquo, is, ere, reliqui, relictum
relinquere;abandonner;3;actif;futur;5;relinquetis;vous abandonnerez;relinquo, is, ere, reliqui, relictum
relinquere;abandonner;3;actif;futur;6;relinquent;ils abandonneront;relinquo, is, ere, reliqui, relictum
relinquere;abandonner;3;actif;imparfait;1;relinquebam;j'abandonnais;relinquo, is, ere, reliqui, relictum
relinquere;abandonner;3;actif;imparfait;2;relinquebas;tu abandonnais;relinquo, is, ere, reliqui, relictum
relinquere;abandonner;3;actif;imparfait;3;relinquebat;il abandonnait;relinquo, is, ere, reliqui, relictum
relinquere;abandonner;3;actif;imparfait;4;relinquebamus;nous abandonnions;relinquo, is, ere, reliqui, relictum
relinquere;abandonner;3;actif;imparfait;5;relinquebatis;vous abandonniez;relinquo, is, ere, reliqui, relictum
relinquere;abandonner;3;actif;imparfait;6;relinquebant;ils abandonnaient;relinquo, is, ere, reliqui, relictum
relinquere;abandonner;3;actif;parfait;1;reliqui;j'ai abandonné;relinquo, is, ere, reliqui, relictum
relinquere;abandonner;3;actif;parfait;2;reliquisti;tu as abandonné;relinquo, is, ere, reliqui, relictum
relinquere;abandonner;3;actif;parfait;3;reliquit;il a abandonné;relinquo, is, ere, reliqui, relictum
relinquere;abandonner;3;actif;parfait;4;reliquimus;nous avons abandonné;relinquo, is, ere, reliqui, relictum
relinquere;abandonner;3;actif;parfait;5;reliquistis;vous avez abandonné;relinquo, is, ere, reliqui, relictum
relinquere;abandonner;3;actif;parfait;6;reliquerunt;ils ont abandonné;relinquo, is, ere, reliqui, relictum
relinquere;abandonner;3;actif;futur antérieur;1;reliquero;j'aurai abandonné;relinquo, is, ere, reliqui, relictum
relinquere;abandonner;3;actif;futur antérieur;2;reliqueris;tu auras abandonné;relinquo, is, ere, reliqui, relictum
relinquere;abandonner;3;actif;futur antérieur;3;reliquerit;il aura abandonné;relinquo, is, ere, reliqui, relictum
relinquere;abandonner;3;actif;futur antérieur;4;reliquerimus;nous aurons abandonné;relinquo, is, ere, reliqui, relictum
relinquere;abandonner;3;actif;futur antérieur;5;reliqueritis;vous aurez abandonné;relinquo, is, ere, reliqui, relictum
relinquere;abandonner;3;actif;futur antérieur;6;reliquerint;ils auront abandonné;relinquo, is, ere, reliqui, relictum
relinquere;abandonner;3;actif;plus-que-parfait;1;reliqueram;j'avais abandonné;relinquo, is, ere, reliqui, relictum
relinquere;abandonner;3;actif;plus-que-parfait;2;reliqueras;tu avais abandonné;relinquo, is, ere, reliqui, relictum
relinquere;abandonner;3;actif;plus-que-parfait;3;reliquerat;il avait abandonné;relinquo, is, ere, reliqui, relictum
relinquere;abandonner;3;actif;plus-que-parfait;4;reliqueramus;nous avions abandonné;relinquo, is, ere, reliqui, relictum
relinquere;abandonner;3;actif;plus-que-parfait;5;reliqueratis;vous aviez abandonné;relinquo, is, ere, reliqui, relictum
relinquere;abandonner;3;actif;plus-que-parfait;6;reliquerant;ils avaient abandonné;relinquo, is, ere, reliqui, relictum
scribere;écrire;3;actif;présent;1;scribo;j'écris;scribo, is, ere, scripsi, scriptum
scribere;écrire;3;actif;présent;2;scribis;tu écris;scribo, is, ere, scripsi, scriptum
scribere;écrire;3;actif;présent;3;scribit;il écrit;scribo, is, ere, scripsi, scriptum
scribere;écrire;3;actif;présent;4;scribimus;nous écrivons;scribo, is, ere, scripsi, scriptum
scribere;écrire;3;actif;présent;5;scribitis;vous écrivez;scribo, is, ere, scripsi, scriptum
scribere;écrire;3;actif;présent;6;scribunt;ils écrivent;scribo, is, ere, scripsi, scriptum
scribere;écrire;3;actif;futur;1;scribam;j'écrirai;scribo, is, ere, scripsi, scriptum
scribere;écrire;3;actif;futur;2;scribes;tu écriras;scribo, is, ere, scripsi, scriptum
scribere;écrire;3;actif;futur;3;scribet;il écrira;scribo, is, ere, scripsi, scriptum
scribere;écrire;3;actif;futur;4;scribemus;nous écrirons;scribo, is, ere, scripsi, scriptum
scribere;écrire;3;actif;futur;5;scribetis;vous écrirez;scribo, is, ere, scripsi, scriptum
scribere;écrire;3;actif;futur;6;scribent;ils écriront;scribo, is, ere, scripsi, scriptum
scribere;écrire;3;actif;imparfait;1;scribebam;j'écrivais;scribo, is, ere, scripsi, scriptum
scribere;écrire;3;actif;imparfait;2;scribebas;tu écrivais;scribo, is, ere, scripsi, scriptum
scribere;écrire;3;actif;imparfait;3;scribebat;il écrivait;scribo, is, ere, scripsi, scriptum
scribere;écrire;3;actif;imparfait;4;scribebamus;nous écrivions;scribo, is, ere, scripsi, scriptum
scribere;écrire;3;actif;imparfait;5;scribebatis;vous écriviez;scribo, is, ere, scripsi, scriptum
scribere;écrire;3;actif;imparfait;6;scribebant;ils écrivaient;scribo, is, ere, scripsi, scriptum
scribere;écrire;3;actif;parfait;1;scripsi;j'ai écrit;scribo, is, ere, scripsi, scriptum
scribere;écrire;3;actif;parfait;2;scripsisti;tu as écrit;scribo, is, ere, scripsi, scriptum
scribere;écrire;3;actif;parfait;3;scripsit;il a écrit;scribo, is, ere, scripsi, scriptum
scribere;écrire;3;actif;parfait;4;scripsimus;nous avons écrit;scribo, is, ere, scripsi, scriptum
scribere;écrire;3;actif;parfait;5;scripsistis;vous avez écrit;scribo, is, ere, scripsi, scriptum
scribere;écrire;3;actif;parfait;6;scripserunt;ils ont écrit;scribo, is, ere, scripsi, scriptum
scribere;écrire;3;actif;futur antérieur;1;scripsero;j'aurai écrit;scribo, is, ere, scripsi, scriptum
scribere;écrire;3;actif;futur antérieur;2;scripseris;tu auras écrit;scribo, is, ere, scripsi, scriptum
scribere;écrire;3;actif;futur antérieur;3;scripserit;il aura écrit;scribo, is, ere, scripsi, scriptum
scribere;écrire;3;actif;futur antérieur;4;scripserimus;nous aurons écrit;scribo, is, ere, scripsi, scriptum
scribere;écrire;3;actif;futur antérieur;5;scripseritis;vous aurez écrit;scribo, is, ere, scripsi, scriptum
scribere;écrire;3;actif;futur antérieur;6;scripserint;ils auront écrit;scribo, is, ere, scripsi, scriptum
scribere;écrire;3;actif;plus-que-parfait;1;scripseram;j'avais écrit;scribo, is, ere, scripsi, scriptum
scribere;écrire;3;actif;plus-que-parfait;2;scripseras;tu avais écrit;scribo, is, ere, scripsi, scriptum
scribere;écrire;3;actif;plus-que-parfait;3;scripserat;il avait écrit;scribo, is, ere, scripsi, scriptum
scribere;écrire;3;actif;plus-que-parfait;4;scripseramus;nous avions écrit;scribo, is, ere, scripsi, scriptum
scribere;écrire;3;actif;plus-que-parfait;5;scripseratis;vous aviez écrit;scribo, is, ere, scripsi, scriptum
scribere;écrire;3;actif;plus-que-parfait;6;scripserant;ils avaient écrit;scribo, is, ere, scripsi, scriptum
statuere;décider;3;actif;présent;1;statuo;je décide;statuo, is, ere, statui, statutum
statuere;décider;3;actif;présent;2;statuis;tu décides;statuo, is, ere, statui, statutum
statuere;décider;3;actif;présent;3;statuit;il décide;statuo, is, ere, statui, statutum
statuere;décider;3;actif;présent;4;statuimus;nous décidons;statuo, is, ere, statui, statutum
statuere;décider;3;actif;présent;5;statuistis;vous décidez;statuo, is, ere, statui, statutum
